1000001,ZONE254,ZONE819,2024-01-01 00:00,16.0,74.9
1000002,ZONE302,ZONE410,2024-01-01 23:59,19.3,81.2
1000003,ZONE042,ZONE032,2024-11-11 17:29,48.4,189.0
1000004,ZONE433,ZONE330,2024-10-26 09:43,9.1,46.4
1000005,ZONE738,ZONE185,2024-07-06 16:07,36.8,138.1
1000006,ZONE_MAIN_A,ZONE448,2024-04-04 05:10,9.4,47.4
1000007,ZONE783,ZONE287,2024-03-16 14:58,38.8,148.6
1000008,ZONE554,ZONE298,2024-06-09 11:38,19.8,78.4
1000009,ZONE_MAIN_A,ZONE643,2024-11-15 11:11,32.0,124.2
1000010,ZONE_MAIN_A,ZONE479,2024-10-24 10:09,48.8,186.4
1000011,ZONE_MAIN_B,ZONE882,2024-07-26 16:53,13.3,63.0
1000012,ZONE612,ZONE925,2024-07-17 20:17,11.6,47.2
1000013,ZONE234,ZONE804,2024-07-08 23:43,25.0,106.3
1000014,ZONE_MAIN_A,ZONE773,2024-06-14 12:46,40.8,161.5
1000015,ZONE_MAIN_A,ZONE583,2024-06-26 23:38,22.3,94.2
1000016,ZONE_MAIN_B,ZONE106,2024-06-17 21:39,18.2,78.6
1000017,ZONE136,ZONE087,2024-03-17 10:19,28.9,116.7
1000018,ZONE323,ZONE453,2024-01-22 10:13,41.6,155.8
1000019,ZONE_MAIN_B,ZONE109,2024-04-16 20:21,26.1,104.0
1000020,ZONE_MAIN_A,ZONE126,2024-05-13 06:52,46.3,167.6
1000021,ZONE914,ZONE944,2024-05-02 09:55,43.9,170.7
1000022,ZONE709,ZONE565,2024-02-04 09:57,31.1,122.7
1000023,ZONE540,ZONE310,2024-10-31 05:01,8.7,49.0
1000024,ZONE01,ZONE278,2024-05-10 01:28,18.9,75.7
1000025,ZONE347,ZONE538,2024-05-08 09:54,13.1,51.2
1000026,ZONE_MAIN_A,ZONE877,2024-06-30 06:53,36.5,137.2
1000027,ZONE677,ZONE791,2024-09-13 02:18,4.6,25.6
1000028,ZONE_MAIN_B,ZONE364,2024-07-25 12:41,21.3,93.0
1000029,ZONE850,ZONE793,2024-08-05 21:45,32.2,122.1
1000030,ZONE_MAIN_B,ZONE305,2024-10-06 11:13,48.2,174.8
1000031,ZONE019,ZONE899,2024-11-13 08:38,15.9,68.3
1000032,ZONE564,ZONE415,2024-04-03 08:58,36.0,136.1
1000033,ZONE_MAIN_B,ZONE790,2024-09-17 12:35,37.3,143.6
1000034,ZONE888,ZONE382,2024-08-10 23:05,14.5,56.4
1000035,ZONE473,ZONE490,2024-05-10 23:51,37.2,137.2
1000036,ZONE440,ZONE272,2024-03-17 19:04,21.2,79.7
1000037,ZONE123,ZONE909,2024-04-05 17:01,13.0,58.0
1000038,ZONE393,ZONE225,2024-10-13 00:00,46.8,178.0
1000039,ZONE_MAIN_A,ZONE639,2024-07-11 02:00,41.5,164.6
1000040,ZONE635,ZONE863,2024-08-08 01:10,37.1,135.6
1000041,ZONE233,ZONE230,2024-06-01 19:27,44.2,173.7
1000042,ZONE274,ZONE369,2024-04-15 14:01,39.4,149.9
1000043,ZONE620,ZONE694,2024-03-31 01:57,1.7,11.2
1000044,ZONE696,ZONE415,2024-03-08 08:13,6.2,30.4
1000045,ZONE341,ZONE530,2024-02-23 12:38,9.1,49.1
1000046,ZONE846,ZONE720,2024-03-21 17:31,39.5,154.6
1000047,ZONE_MAIN_A,ZONE366,2024-06-01 23:27,8.0,36.3
1000048,ZONE_MAIN_B,ZONE814,2024-11-09 03:42,37.6,150.6
1000049,ZONE_MAIN_A,ZONE829,2024-04-21 18:07,16.8,71.7
1000050,ZONE01,ZONE384,2024-06-13 00:56,18.5,77.7
ZONE124,ZONE109,2024-08-08 10:46,21.7,87.4
1000052,ZONE442,ZONE294,2024-05-17 07:12,41.5,154.1
1000053,ZONE297,ZONE306,2024-04-24 12:05,22.4,85.8
1000054,ZONE440,ZONE180,2024-03-29 17:39,17.3,65.7
1000055,ZONE639,ZONE483,2024-12-27 19:18,13.4,57.5
1000056,ZONE_MAIN_A,ZONE416,2024-05-11 11:31,17.9,77.0
1000057,ZONE497,ZONE482,2024-04-03 01:20,21.5,88.7
1000058,ZONE493,ZONE478,2024-12-15 07:04,41.0,153.4
1000059,ZONE500,ZONE515,2024-03-13 02:29,19.5,84.0
1000060,ZONE859,ZONE392,2024-08-19 06:57,45.7,165.7
1000061,ZONE298,ZONE175,2024-05-19 15:56,33.7,137.0
1000062,ZONE046,ZONE739,2024-06-15 20:02,9.5,42.6
1000063,ZONE295,ZONE458,2024-10-04 00:27,10.0,50.0
1000064,ZONE497,ZONE477,2024-05-16 02:15,46.0,168.7
1000065,ZONE925,ZONE264,2024-05-20 16:55,10.1,53.8
1000066,ZONE195,ZONE705,2024-02-15 19:58,5.4,36.4
1000067,ZONE_MAIN_B,ZONE303,2024-05-13 07:29,26.0,102.0
1000068,ZONE871,ZONE234,2024-04-19 15:31,34.1,133.1
1000069,ZONE791,ZONE091,2024-10-22 23:24,5.7,35.0
1000070,ZONE091,ZONE364,2024-11-03 09:38,37.5,147.6
1000071,ZONE881,ZONE913,2024-02-26 14:23,46.4,170.1
1000072,ZONE772,ZONE290,2024-06-18 04:33,34.0,135.3
1000073,ZONE_MAIN_A,ZONE887,2024-11-22 02:17,13.2,63.4
1000074,ZONE135,ZONE309,2024-06-24 04:00,25.6,100.3
1000075,ZONE002,ZONE091,2024-04-28 11:57,33.7,126.2
1000076,ZONE165,ZONE953,2024-08-04 23:35,13.1,64.2
1000077,ZONE_MAIN_A,ZONE912,2024-08-24 00:51,46.2,171.6
1000078,ZONE636,ZONE620,2024-03-13 20:31,47.7,175.9
1000079,ZONE799,ZONE989,2024-04-19 14:27,24.8,99.3
1000080,ZONE_MAIN_A,ZONE394,2024-07-19 19:17,41.9,160.0
1000081,ZONE312,ZONE661,2024-04-29 23:29,30.3,113.2
1000082,ZONE_MAIN_B,ZONE737,2024-03-23 20:42,6.8,37.3
1000083,ZONE757,ZONE654,2024-10-22 20:52,46.8,168.9
1000084,ZONE703,ZONE237,2024-10-25 10:53,37.0,143.2
1000085,ZONE060,ZONE923,2024-07-24 03:54,19.4,80.0
1000086,ZONE719,ZONE563,2024-06-19 14:14,14.5,66.6
1000087,ZONE476,ZONE632,2024-07-21 18:46,38.5,152.0
1000088,ZONE_MAIN_A,ZONE279,2024-03-27 02:12,5.3,33.7
1000089,ZONE952,ZONE029,2024-07-28 07:56,44.3,172.2
1000090,ZONE352,ZONE743,2024-11-16 12:26,25.2,98.1
1000091,ZONE426,ZONE721,2024-07-13 20:03,44.5,174.9
1000092,ZONE_MAIN_B,ZONE728,2024-04-18 01:14,36.6,133.3
1000093,ZONE_MAIN_A,ZONE393,2024-11-24 08:23,25.4,95.9
1000094,ZONE160,ZONE743,2024-05-25 14:31,24.8,97.8
1000095,ZONE_MAIN_A,ZONE148,2024-05-01 14:26,8.9,48.7
1000096,ZONE374,ZONE731,2024-10-17 14:23,22.4,98.3
1000097,ZONE_MAIN_B,ZONE108,2024-02-26 22:17,9.2,51.5
1000098,ZONE715,ZONE819,2024-10-10 13:53,34.5,135.1
1000099,ZONE357,ZONE801,2024-08-08 09:17,1.0,10.5
1000100,ZONE550,ZONE677,2024-02-24 08:21,15.2,63.7
1000101,ZONE189,ZONE202,2024-01-27 08:16,40.4,148.7
1000102,ZONE129,ZONE187,2024-11-13 00:07,38.1,150.2
1000103,ZONE248,ZONE082,2024-04-04 00:03,38.4,144.1
1000104,ZONE450,ZONE845,2024-06-15 15:59,41.1,162.8
1000105,ZONE978,ZONE526,2024-04-24 06:17,44.2,163.7
1000106,ZONE_MAIN_A,ZONE991,2024-02-25 01:17,24.1,91.8
1000107,ZONE_MAIN_A,ZONE506,2024-11-15 10:09,35.6,140.1
1000108,ZONE_MAIN_B,ZONE991,2024-09-15 10:58,32.5,122.2
1000109,ZONE081,ZONE087,2024-05-13 09:25,32.8,127.7
1000110,ZONE_MAIN_A,ZONE248,2024-10-21 08:33,6.2,37.8
1000111,ZONE242,ZONE098,2024-08-21 06:56,19.5,75.0
1000112,ZONE490,ZONE638,2024-09-04 16:47,9.1,49.4
1000113,ZONE_MAIN_B,ZONE090,2024-03-17 04:23,13.9,68.4
1000114,zone01,ZONE955,2024-01-25 05:46,41.9,153.4
1000115,ZONE_MAIN_B,ZONE107,2024-05-04 08:55,34.6,129.2
1000116,ZONE180,ZONE368,2024-06-05 04:56,34.5,139.6
1000117,ZONE_MAIN_A,ZONE903,2024-06-22 02:09,49.2,189.3
1000118,ZONE307,ZONE647,2024-01-18 14:28,41.2,157.9
1000119,ZONE_MAIN_A,ZONE369,2024-10-26 20:41,20.3,83.4
1000120,ZONE990,ZONE714,2024-08-05 10:20,31.3,128.0
1000121,ZONE436,ZONE123,2024-08-19 01:51,19.1,79.9
1000122,ZONE474,ZONE091,2024-10-05 10:46,46.4,174.7
1000123,ZONE819,ZONE202,2024-02-15 07:43,40.5,157.7
1000124,ZONE_MAIN_A,ZONE995,2024-12-20 18:33,42.9,156.4
1000125,zone01,ZONE188,2024-01-04 15:09,7.4,38.6
1000126,ZONE411,ZONE666,2024-09-01 22:25,4.9,25.4
1000127,ZONE686,ZONE849,2024-10-05 07:19,34.2,130.1
1000128,ZONE742,ZONE939,2024-02-20 20:00,46.7,172.3
1000129,ZONE213,ZONE800,2024-09-06 21:44,10.5,56.0
1000130,ZONE_MAIN_B,ZONE447,2024-06-28 15:37,49.1,188.6
1000131,ZONE485,ZONE142,2024-11-07 15:00,23.1,94.3
1000132,ZONE626,ZONE286,2024-06-06 02:03,5.7,33.7
1000133,ZONE208,ZONE337,2024-02-27 07:45,26.0,97.3
1000134,ZONE485,ZONE372,2024-07-17 12:05,21.2,86.5
1000135,ZONE_MAIN_B,ZONE279,2024-09-03 20:47,2.9,18.6
1000136,ZONE616,ZONE470,2024-08-16 07:40,15.7,65.7
1000137,ZONE_MAIN_B,ZONE493,2024-11-24 00:54,13.7,59.9
1000138,ZONE474,ZONE314,2024-10-27 11:35,10.0,48.3
1000139,ZONE777,ZONE563,2024-12-25 09:09,49.6,184.5
1000140,ZONE_MAIN_A,ZONE146,2024-03-05 11:29,20.7,89.8
1000141,ZONE610,ZONE567,2024-01-16 14:34,45.4,178.5
1000142,ZONE330,ZONE925,2024-01-28 04:02,37.8,138.7
1000143,ZONE_MAIN_A,ZONE528,2024-05-29 00:43,26.7,110.9
1000144,ZONE01,ZONE702,2024-01-07 03:42,32.6,120.4
1000145,ZONE_MAIN_B,ZONE880,2024-05-16 17:25,10.4,51.4
1000146,ZONE692,ZONE679,2024-07-07 03:03,37.7,146.4
1000147,ZONE400,ZONE858,2024-04-17 11:52,42.0,165.7
1000148,ZONE797,ZONE568,2024-05-06 07:54,20.4,78.1
1000149,ZONE_MAIN_A,ZONE612,2024-01-30 13:27,18.0,78.0
1000150,ZONE_MAIN_A,ZONE081,2024-03-11 22:11,24.3,92.8
1000151,ZONE_MAIN_B,ZONE343,2024-05-27 01:03,35.3,130.0
1000152,ZONE236,ZONE105,2024-01-20 21:36,46.6,171.5
1000153,ZONE_MAIN_B,ZONE005,2024-11-26 09:57,12.4,54.2
1000154,ZONE303,ZONE620,2024-07-15 00:54,37.7,140.6
1000155,ZONE540,ZONE662,2024-08-14 15:40,46.1,179.1
1000156,ZONE255,ZONE313,2024-08-13 12:39,19.8,75.6
1000157,ZONE790,ZONE048,2024-07-02 02:36,16.2,62.1
1000158,ZONE731,ZONE812,2024-06-04 04:48,41.9,163.0
1000159,ZONE415,ZONE682,2024-04-29 03:55,49.3,187.6
1000160,ZONE316,ZONE652,2024-02-14 11:46,26.3,101.8
1000161,ZONE_MAIN_A,ZONE733,2024-06-19 20:53,10.4,51.3
1000162,ZONE_MAIN_A,ZONE188,2024-12-08 09:59,37.3,137.8
1000163,ZONE169,ZONE926,2024-03-30 02:46,23.5,88.1
1000164,ZONE_MAIN_A,ZONE977,2024-10-14 00:52,20.0,85.7
1000165,ZONE481,ZONE713,2024-10-30 22:05,21.3,89.9
1000166,ZONE101,ZONE045,2024-06-09 12:37,8.6,40.8
1000167,ZONE890,ZONE028,2024-09-24 12:57,8.6,36.7
1000168,ZONE098,ZONE273,2024-11-03 07:54,50.0,188.1
1000169,ZONE624,ZONE969,2024-05-13 11:35,46.3,179.2
1000170,ZONE210,ZONE678,2024-11-21 03:00,9.6,43.7
1000171,ZONE_MAIN_A,ZONE613,2024-10-05 23:49,30.3,121.7
1000172,ZONE543,ZONE336,2024-09-18 09:24,26.1,108.8
1000173,ZONE652,ZONE206,2024-12-03 23:54,17.7,68.1
1000174,ZONE_MAIN_B,ZONE664,2024-04-07 03:25,16.0,67.6
1000175,ZONE_MAIN_A,ZONE115,2024-12-06 19:49,41.8,162.2
1000176,ZONE523,ZONE160,2024-11-18 17:27,35.4,132.8
1000177,ZONE823,ZONE880,2024-11-18 03:10,42.6,163.5
1000178,ZONE606,ZONE584,2024-05-01 07:09,25.5,107.1
1000179,ZONE01,ZONE289,2024-10-04 02:46,42.1,154.5
1000180,ZONE_MAIN_A,ZONE859,2024-11-04 22:06,28.1,114.2
1000181,ZONE512,ZONE618,2024-11-02 01:29,39.5,155.3
1000182,ZONE448,ZONE193,2024-10-19 16:08,30.9,114.2
1000183,ZONE126,ZONE780,2024-10-14 12:41,6.5,37.6
1000184,ZONE884,ZONE354,2024-09-27 04:36,42.2,164.0
1000185,ZONE_MAIN_B,ZONE762,2024-11-24 12:10,19.2,72.6
1000186,ZONE018,ZONE767,2024-03-25 05:28,49.9,189.4
1000187,ZONE425,ZONE230,2024-12-18 19:26,35.2,134.3
1000188,ZONE_MAIN_B,ZONE595,2024-12-09 15:42,19.8,86.0
1000189,ZONE_MAIN_A,ZONE330,2024-11-30 18:47,35.6,133.4
1000190,zone01,ZONE223,2024-01-25 13:45,37.9,146.3
1000191,ZONE452,ZONE376,2024-05-23 23:19,2.1,27.1
1000192,ZONE565,ZONE459,2024-02-24 23:36,11.2,45.1
1000193,ZONE113,ZONE783,2024-08-06 09:33,21.6,81.7
1000194,ZONE_MAIN_A,ZONE774,2024-08-11 07:33,18.0,73.6
1000195,ZONE008,ZONE415,2024-02-13 02:19,34.7,139.5
1000196,ZONE768,ZONE023,2024-03-14 00:56,49.4,190.2
1000197,ZONE524,ZONE282,2024-08-14 23:22,18.5,74.6
1000198,ZONE603,ZONE062,2024-01-30 20:34,17.2,66.0
1000199,ZONE01,ZONE437,2024-10-19 05:20,3.6,26.7
1000200,ZONE_MAIN_A,ZONE564,2024-07-05 12:41,20.4,78.1
1000201,ZONE980,ZONE634,2024-08-13 06:30,48.3,186.7
1000202,ZONE972,ZONE983,2024-01-23 22:46,29.2,110.2
1000203,ZONE041,ZONE473,2024-05-07 10:31,3.1,26.3
1000204,ZONE787,ZONE195,2024-08-06 03:19,44.7,165.0
1000205,ZONE817,ZONE599,2024-07-30 08:30,12.3,51.1
1000206,ZONE094,ZONE532,2024-07-13 00:53,31.2,119.6
1000207,ZONE960,ZONE200,2024-04-30 04:03,29.1,108.8
1000208,ZONE196,ZONE123,2024-01-22 15:05,6.7,32.8
1000209,ZONE225,ZONE444,2024-08-26 02:38,10.8,48.8
1000210,ZONE384,ZONE211,2024-11-26 13:25,49.4,192.3
1000211,ZONE415,ZONE618,2024-02-04 10:37,38.6,145.0
1000212,ZONE178,ZONE993,2024-10-17 10:22,23.5,99.5
1000213,ZONE323,ZONE796,2024-03-10 17:55,12.9,62.5
1000214,ZONE481,ZONE998,2024-12-13 18:13,24.2,99.6
1000215,ZONE731,ZONE173,2024-02-06 13:47,8.5,39.7
1000216,ZONE909,ZONE239,2024-06-20 15:00,27.9,110.0
1000217,ZONE077,ZONE241,2024-04-08 20:04,41.4,154.3
1000218,ZONE660,ZONE797,2024-01-09 02:10,23.1,100.8
1000219,ZONE_MAIN_A,ZONE245,2024-04-09 13:03,1.2,11.1
1000220,ZONE770,ZONE754,2024-11-03 23:52,33.2,121.9
1000221,ZONE_MAIN_B,ZONE281,2024-07-17 03:12,42.9,158.7
1000222,ZONE232,ZONE677,2024-12-05 17:56,14.4,62.9
1000223,ZONE562,ZONE417,2024-09-16 10:40,38.9,142.1
1000224,ZONE538,ZONE639,2024-11-03 18:39,25.9,96.5
1000225,ZONE331,ZONE425,2024-04-02 07:41,32.9,126.8
1000226,ZONE_MAIN_A,ZONE360,2024-02-01 00:50,31.6,122.7
1000227,ZONE_MAIN_A,ZONE535,2024-07-07 13:12,34.4,135.4
1000228,ZONE_MAIN_A,ZONE657,2024-09-16 07:27,26.7,111.0
1000229,ZONE220,ZONE181,2024-08-05 16:58,47.4,173.1
1000230,ZONE400,ZONE015,2024-11-04 20:10,3.9,23.0
1000231,ZONE169,ZONE140,2024-04-04 08:09,45.0,167.1
1000232,ZONE_MAIN_A,ZONE783,2024-11-29 19:10,1.5,19.0
INVALID_ID,ZONE146,ZONE654,2024-10-28 22:31,4.2,20.1
1000234,ZONE030,ZONE604,2024-01-22 03:11,4.1,21.1
1000235,ZONE724,ZONE044,2024-12-23 03:50,1.5,13.8
1000236,ZONE994,ZONE664,2024-05-11 10:45,13.8,59.4
1000237,ZONE_MAIN_A,ZONE213,2024-06-11 13:36,31.3,123.9
1000238,ZONE286,ZONE416,2024-03-21 09:54,10.2,51.9
1000239,ZONE767,ZONE624,2024-05-25 13:48,41.1,150.6
1000240,ZONE869,ZONE249,2024-08-21 20:21,30.2,120.9
1000241,ZONE_MAIN_A,ZONE496,2024-01-03 12:33,31.9,129.7
1000242,ZONE_MAIN_B,ZONE746,2024-04-03 23:21,49.1,191.8
